id,enum,name,category,draw_mode,asset_id,asset_file,color_rgba,behavior,spread_percent,animation_kind,shape_type,segment_mask,direction_mask,radius_x_px,radius_y_px,depth_px,rotation_deg,break_px,spread_mode,origin
166,GCB89_PRESET_BRACKET_THREE_SIDED,bracket_three_sided,brackets,1,0,,"170,100,255,255",13,0,1,brackets,255,11,16,13,6,0,0,none,abi2_new96
167,GCB89_PRESET_BRACKET_DYNAMIC_LOCK,bracket_dynamic_lock,brackets,1,0,,"255,64,64,255",31,130,3,brackets,255,15,17,14,7,0,0,shape_size,abi2_new96
168,GCB89_PRESET_TRIANGLE_OPEN_UP_VECTOR,triangle_open_up_vector,triangle,1,0,,"0,255,255,255",1,0,1,open_triangle,5,15,10,10,0,0,0,none,abi2_new96
169,GCB89_PRESET_TRIANGLE_OPEN_DOWN_VECTOR,triangle_open_down_vector,triangle,1,0,,"0,255,255,255",1,0,1,open_triangle,5,15,10,10,0,180,0,none,abi2_new96
170,GCB89_PRESET_TRIANGLE_OPEN_LEFT_VECTOR,triangle_open_left_vector,triangle,1,0,,"80,255,80,255",12,0,1,open_triangle,5,15,10,10,0,270,0,none,abi2_new96
171,GCB89_PRESET_TRIANGLE_OPEN_RIGHT_VECTOR,triangle_open_right_vector,triangle,1,0,,"80,255,80,255",12,0,1,open_triangle,5,15,10,10,0,90,0,none,abi2_new96
172,GCB89_PRESET_TRIANGLE_CORNER_THREE,triangle_corner_three,triangle,1,0,,"255,235,89,255",18,90,2,open_triangle,7,15,14,14,0,0,6,shape_size,abi2_new96
173,GCB89_PRESET_TRIANGLE_DOT_VECTOR,triangle_dot_vector,triangle,1,0,,"255,64,220,255",12,0,1,open_triangle,7,15,12,12,0,0,0,none,abi2_new96
174,GCB89_PRESET_TRIANGLE_BROKEN_VECTOR,triangle_broken_vector,triangle,1,0,,"255,150,40,255",18,120,2,open_triangle,7,15,17,15,0,0,5,shape_size,abi2_new96
175,GCB89_PRESET_TRIANGLE_SCOPE_POST,triangle_scope_post,scope,1,0,,"255,255,255,255",1,0,1,open_triangle,5,15,9,13,0,180,0,none,abi2_new96
176,GCB89_PRESET_SCOPE_DUPLEX_VECTOR,scope_duplex_vector,scope,1,0,,"255,255,255,255",1,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
177,GCB89_PRESET_SCOPE_MILDOT_VECTOR,scope_mildot_vector,scope,1,0,,"255,255,255,255",5,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
178,GCB89_PRESET_SCOPE_RANGE_CROSS,scope_range_cross,scope,1,0,,"255,235,89,255",1,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
179,GCB89_PRESET_SCOPE_RING_PRECISION,scope_ring_precision,scope,1,0,,"255,255,255,255",5,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
180,GCB89_PRESET_ACCESSIBILITY_CYAN_LARGE,accessibility_cyan_large,accessibility,1,0,,"0,255,255,255",12,0,4,cross,255,15,0,0,0,0,0,none,abi2_new96
181,GCB89_PRESET_ACCESSIBILITY_YELLOW_LARGE,accessibility_yellow_large,accessibility,1,0,,"255,235,89,255",12,0,4,circle,255,15,18,18,0,0,0,none,abi2_new96
182,GCB89_PRESET_ACCESSIBILITY_MAGENTA_BOLD,accessibility_magenta_bold,accessibility,1,0,,"255,64,220,255",12,0,4,brackets,255,15,20,16,8,0,0,none,abi2_new96
183,GCB89_PRESET_ACCESSIBILITY_WHITE_BOLD,accessibility_white_bold,accessibility,1,0,,"255,255,255,255",12,0,4,cross,255,15,0,0,0,0,0,none,abi2_new96
184,GCB89_PRESET_COLOR_CHANGE_THREAT_VECTOR,color_change_threat_vector,feedback,1,0,,"80,255,80,255",15,0,2,hexagon,63,15,13,12,0,0,0,none,abi2_new96
185,GCB89_PRESET_COLOR_CHANGE_CONFIRM_VECTOR,color_change_confirm_vector,feedback,1,0,,"0,255,255,255",13,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
186,GCB89_PRESET_DYNAMIC_JUMP_BLOOM,dynamic_jump_bloom,dynamic,1,0,,"80,160,255,255",18,200,3,circle,85,15,14,14,0,0,0,shape_size,abi2_new96
187,GCB89_PRESET_DYNAMIC_FIRE_BLOOM,dynamic_fire_bloom,dynamic,1,0,,"255,150,40,255",18,180,3,cross,255,15,0,0,0,0,0,gap,abi2_new96
188,GCB89_PRESET_DYNAMIC_FULL_BLOOM,dynamic_full_bloom,dynamic,1,0,,"255,64,64,255",31,220,3,brackets,255,15,16,14,7,0,0,shape_size,abi2_new96
189,GCB89_PRESET_MINIMALIST_NO_DOT_VECTOR,minimalist_no_dot_vector,minimal,1,0,,"255,255,255,255",0,0,1,cross,255,15,0,0,0,0,0,none,abi2_new96
190,GCB89_PRESET_RETRO_HEX_NEON_VECTOR,retro_hex_neon_vector,themed,1,0,,"40,255,190,255",30,100,2,hexagon,42,15,16,14,0,0,2,shape_size,abi2_new96
191,GCB89_PRESET_SCI_FI_LOCK_VECTOR,sci_fi_lock_vector,themed,1,0,,"255,120,210,255",31,130,3,brackets,255,15,18,14,8,0,0,shape_size,abi2_new96
